reviews,appVersion,at,label
pasa app no permite ver saldo ni ingresar aparece ocurre problema intentar mas tarde sale,2.32.8,2022-08-19 03:16:44,Negativo
hace 4 dias no puedo mapear sale problema banco banco nacionalidad,2.32.8,2022-08-18 20:44:09,Negativo
lento ultimamente no deja entrar debe ser,2.32.8,2022-08-18 18:27:53,Negativo
pesima aplicacion quiero hacer pagos no logro entrar pide actualizar actualizo peor no entra verdad no recomiendo va hacer pasar malos ratos consultas linea tampoco ayudan,2.32.8,2022-08-18 16:23:28,Negativo
hace tiempo no puedo registrarme sale datos bloqueados,2.32.8,2022-08-18 13:51:28,Negativo
intentado no permite solicitar prestamo ademas no aparece opcion aun celular triste descontento aun no disponible equipo uso,2.32.8,2022-08-18 12:50:23,Negativo
quiero mapear no puede dice no suficiente saldo mapear malo no puede ver saldo,2.32.8,2022-08-18 01:05:20,Negativo
no deja mandar nadie no contacto siempre sale error,2.32.8,2022-08-17 22:34:50,Negativo
entrar sale ocurrio inconveniente intentelo mas tarde voy entrando monton veces sale mismo,2.32.8,2022-08-17 19:48:00,Negativo
creando llave no llega contraseña correo,2.32.8,2022-08-13 21:54:14,Negativo
pasa aplicacion quiero crear cuenta dni datos estan conformes momento finalizar creacion sale error datos problema intentelo mas tarde favor necesito ayuda,2.32.8,2022-08-17 03:18:17,Negativo
no puedo actualizar quiero recargar cuentano sale opcion play store no sale actualizar,2.32.8,2022-08-17 01:04:56,Negativo
mala experiencia no aparece saldo confundido incierto,2.32.8,2022-08-16 19:06:08,Negativo
no deja registrarme dni no si sera dni electronico no azul normal,2.32.8,2022-08-16 18:34:58,Negativo
arreglen app lleva varios dias intenta mapear sale error final,2.32.8,2022-08-16 01:40:33,Negativo
falla,2.32.8,2022-08-12 19:11:57,Negativo
no puede usar app mapear sale error,2.32.8,2022-08-12 19:16:13,Negativo
maso menos lento,2.32.8,2022-08-16 00:33:19,Negativo
favor abundenme no reconoce rostro no hacer,2.32.8,2022-08-15 20:41:44,Negativo
aplicacion pesima peor asco no puedo ingresar llave ase 2 dias sale problema problema,2.32.8,2022-08-15 16:30:41,Negativo
nunca dieron prestamos q habian prometido cayendo bajo llave,2.32.8,2022-08-15 08:05:21,Negativo
problema cliente llavex ahora ponme habre llave solo indica k problemas favor poder resolverlo,2.32.8,2022-08-15 01:40:44,Negativo
ayuda intentando hace dias mapear numeroanda saliendo problemas banco debo intentarlo luego normal uso llave dni si espero arreglara sucede,2.32.8,2022-08-23 12:27:23,Negativo
pesimo actualizacion cada vez quiero entrar mapear no entra machuco recuenta machuco poder ingresar quiero solucion,2.32.8,2023-08-14 12:02:38,Negativo
ultimamente no pasa llave no permite ingresar no envia codigo verificacion hable asesor dijo restableciera celular ver si funcionabano dio solucion problema,2.32.8,2022-08-23 14:02:38,Negativo
ultima actualizacion no permite usar llave sale mensaje acceso denegado motivos seguridad triste descontento actualizacion comunique whatsapp dicen problema celular no viene bloqueado fabrica indiferente no seguroes funcionalidad femenina dirigida mujeres pena no pensado ello antes actualizarla manera perjudica usuarios mayoria compramos equipos desbloqueados,2.32.8,2023-05-06 22:32:00,Negativo
buenaza no problema aplicacion unica,2.32.8,2022-10-17 14:05:28,Negativo
no puede instalar necesito pagar urgente sale instalar instalarse media hora,2.32.8,2023-05-19 19:01:23,Negativo
no deja actualizar app dias asi papa sin actualizar,2.32.8,2023-05-21 20:15:05,Negativo
sinceramenteesperaba no dejarme llevar opiniones terceros respecto appahora instale quise ingresar cuenta ahorro estresante verificacion 3 sencillos pasos enfoco dni reconocen no avanza siguiente paso hecho asco app deseaba utilizar appllevado mala experiencia solucionen no podre recomendar conocidos comunidades perteneciendo fatal app,2.32.8,2023-06-12 05:48:35,Negativo
no abre llave sale intente minutos vuelvo intentar no abre aplicacion no resolver problema,2.32.8,2022-10-16 02:45:46,Negativo
buenas aplicacionhace meses lento sel no si problema aplicacion sel alguien podria dar opinion,2.32.8,2024-04-02 06:12:56,Negativo
no llegado dos recargas realizado,2.32.8,2024-02-12 00:14:41,Negativo
no puedo instalar llave sale error no puedes instalar app,2.32.8,2024-01-25 10:46:39,Negativo
tarda abrir,2.32.8,2024-01-24 18:42:04,Negativo
ultimamente app ni siquiera abre solo muestra error indicando salio mal cierra aplicacion vuelve intentarlo ocurriendo hace 4 dias solucionen problema no seguro usar aplicacion,2.32.8,2023-06-18 11:30:40,Negativo
eficientemomento no puede hacer ningun tipo movimiento solo pide actualizacion no puede hacer uso pesimo llave,2.32.8,2023-11-09 20:28:04,Negativo
llano usaba llavehacerlo x mundo pagallave dejo ser llave eficiente app falla constantemente hace pasar mal rato dias sale actualizar pongo actualizar jose puede sale instale dispositivos apean no llega mensaje tiempo si si abrir llave jose puede quise hacer tambien compra tienda d llave tampoco pudo nunca devolvieron saldo tenia llave,2.32.8,2023-11-09 15:43:03,Negativo
no puedo descargarlo,2.32.8,2023-11-06 23:04:24,Negativo
momento instalar dice app puede contener virus no instale,2.32.8,2023-09-21 23:30:20,Negativo
fallos aplicacion desinstalarla ahora deseo volver instalar sale fallo aplicacion problemas seguridad podrian revisar,2.32.8,2023-09-02 07:31:43,Negativo
app basura no puedo ni ami cuanta dni dice invalida mod app,2.32.8,2023-08-16 20:17:56,Negativo
despues ultima actualizacion empezo ponerse lento muchas veces queda congelado,2.32.8,2023-07-02 12:06:04,Negativo
fatal app actualizacion horrible,2.32.8,2023-07-01 23:02:01,Negativo
no entiendo pasando aplicacion no puedo ingresar tampoco puedo volver instalaba funcionar nosino desafilarme bcp,2.32.8,2023-06-23 23:20:34,Negativo
gusta sistema pagohace problema pago envie persona recomendaria pongan segunda pantalla diga si acuerdo inicie pago vea nombre persona pago seria mucha ayuda boton cancelar pago no pase personas asi pasofin gusta app,2.32.8,2022-10-01 18:57:54,Negativo
lento,2.32.8,2022-09-26 01:07:12,Negativo
dificil aplicacion si cambiaste numero no puedes tener cuenta llave cambias numero alguna recomendacion,2.32.8,2022-09-24 18:10:23,Negativo
aparece equipo inseguro habia desinstaladoahora no puedo alguna solucion,2.32.8,2023-04-12 03:53:30,Negativo
problemas conectividad dos dias sin poder ingresar,2.32.8,2022-09-24 17:38:04,Negativo
no puede instalar,2.32.8,2023-04-03 01:26:24,Negativo
no puedo acceder ninguna promo aparece llave dijeron desinstale aplicacion vuelva instalar sigue igual ocasiones no abre correctamente cuelga mala experiencia,2.32.8,2023-03-03 18:31:50,Negativo
no puedo descargar llave problema,2.32.8,2022-11-05 20:29:57,Negativo
pesimo app demora abrir,2.32.8,2022-11-14 20:11:24,Negativo
cambie numero elimine cuenta llave crear cuenta numero nuevomomento poner datos sale estan cuenta activa no puedo hacer,2.32.8,2022-11-16 17:06:31,Negativo
lento,2.32.8,2022-11-18 20:35:43,Negativo
quiero instalar app responde ocurrio inconveniente cada momento,2.32.8,2022-11-19 17:59:51,Negativo
sin motivo alguno llave indico tarjeta bloqueada vencida vence 2027 desinstale app reinstalar salio siguiente aplicacion sido denunciada varias personas no recomendamos instalarla alguien puede explicar pasando 2 hace momento respondieron derivaron whatsapp alli ninguna opcion util,2.32.8,2022-11-29 02:25:41,Negativo
no puedo abrir aplicacion dice estan problema mismo no puedo sacar dinero pasa aplicacion,2.32.8,2022-08-12 15:48:22,Negativo
descargo llave ami celular carga quiero entrar ami cuenta no abre hago si asi quiero crear cuenta llave eliminar puedo hacer,2.32.8,2023-01-03 17:42:05,Negativo
no conforme appnoche mañana desaparecio saldo total cuenta pesar no hice ningun movimiento,2.32.8,2023-01-09 22:00:10,Negativo
antes no pedian foto ahora piden peor ni reconocen cara decepcionado,2.32.8,2023-01-15 21:08:44,Negativo
tambien decepcionada llaveutilhace dos semanas problema descontaron cantidad significativa saldo banco dijeron error llave habia hecho deposito doble obviamente saldo constantemente verifico movimientos financieros cuenta personal ahora no recomiendo,2.32.8,2023-01-16 12:34:08,Negativo
pesimo,2.32.8,2023-01-20 14:40:32,Negativo
no puede descargar enojado atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida,2.32.8,2023-01-20 15:21:19,Negativo
no termina descarga vuelve dolor cabeza,2.32.8,2023-01-20 18:06:36,Negativo
mala,2.32.8,2023-01-20 18:25:20,Negativo
salio actualizar no puedo acceder,2.32.8,2023-01-20 23:11:24,Negativo
queriendo actualizar aplicacion no puedo necesito solucion,2.32.8,2023-01-21 13:12:20,Negativo
aplicacion buena detalle no puedo afiliarme cuenta bancaria tristeesperanzado problema,2.32.8,2023-01-21 19:53:09,Negativo
piden actualizar intentado muchas veces pueden solucionar problema favor,2.32.8,2023-01-24 01:02:40,Negativo
no puede actualizar terrible justo necesita,2.32.8,2023-01-26 00:18:51,Negativo
problema llave no puedo actualizar app casi 3 dias si memoria suficiente tambien señal consulto wasap no respuesta,2.32.8,2023-01-27 22:19:37,Negativo
llave sale intente mas tarde desistanlo vuelvo instalar mismo hago problemas,2.32.8,2022-10-18 01:29:46,Negativo
app funcionaba maravillaahora no puedo crear cuenta veztarjeta estropeo sacar nueva no deja crear cuenta app aparte instalado aparece alerta app sido denunciada personas ojo gente pena verdad,2.32.8,2023-02-21 01:23:34,Negativo
rayos pasa aqui dni podia retirar dinero aplicacion salia retirar ahora vincule tarjeta aplicacion no sale retirar molestoso apetece porqueria,2.32.8,2023-03-11 15:06:06,Negativo
hola llave bcp no sale opcion prestamo 200 soles,2.32.8,2022-08-23 14:02:34,Negativo
errores falta mejorar app intento mapear sin querer equivoque sale llegado maximas consultas,2.32.8,2022-09-14 01:42:04,Negativo
no puedo actualizar llave quiero solucion,2.32.8,2022-09-10 17:25:22,Negativo
aun siguen ilusionando gente micro prestamos dia hoy no sale,2.32.8,2022-08-26 06:19:37,Negativo
hola actualiza desinstale llavemomento no aparece opcion solicitar prestamo 200 soles quisiera saber,2.32.8,2022-08-26 00:37:30,Negativo
no sale opcion credito cuenta bcp asociada,2.32.8,2022-08-25 18:36:19,Negativo
no aparece opcion microprestamos llave cuenta bcp,2.32.8,2022-08-25 01:28:39,Negativo
app no funciona recibir triste descontento,2.32.8,2022-08-25 01:27:15,Negativo
pasa app antes daba bien ahora no quiero ingresar tape dice mandara codigo verificacioncodigo llega horas mas tarde no antes poner codigo dice incorrecto,2.32.8,2022-08-24 20:30:45,Negativo
no ocurre app antes funcionaba bienrealice llave no llego incluso no aparece movimientos q realice preocupada,2.32.8,2022-08-24 17:08:29,Negativo
no aparece actualizacion,2.32.8,2022-08-24 16:43:47,Negativo
no sale opcion prestamo,2.32.8,2022-08-24 14:05:41,Negativo
sucede llave hoy hermana hizo llaveno llega dinero descontaron dinero ni siquiera movimientos recientes ve historial enviado peri si ve menos saldo deberia tener segun historial movimientos requiere mas trabajo .,2.32.8,2022-08-24 05:51:35,Negativo
tiempo parte no deja acceder clave cambiarla poder entrar sale mensaje diciendo ocurrio inconveniente vuelva intentarlo ver extranjero,2.32.8,2022-08-24 05:20:19,Negativo
no abre aplicacion varias veces pasa mismo re mal funcionamiento app,2.32.8,2022-08-24 02:38:25,Negativo
aplicacion fallando atencion whatsapp pesima no responden tardan mas hora darte respuesta luego dejarte visto horrible,2.32.8,2022-08-23 22:53:59,Negativo
pesima ap quise registrarme dni hice pasos numero telefono correo final diciendome cada momento inconveniente intentelo nuevo,2.32.8,2022-08-23 22:36:43,Negativo
fallando app entra no puedo mapear,2.32.8,2022-08-23 20:23:42,Negativo
dice puede solicitar credito pequeño dudas sin saldosin embargoaun no existe no publiquen cosas no,2.32.8,2022-08-23 20:07:33,Negativo
no deja entrar cuenta sale puse mal clave trato querer cambiar contraseña nunca llega mensaje validacion,2.32.8,2022-08-23 19:40:02,Negativo
2 dias no permite usar aplicacion problema alguno bancos banco nacion,2.32.8,2022-08-23 18:29:06,Negativo
quieres crearte cuenta no envia mensaje texto,2.32.8,2022-08-23 16:29:44,Negativo
pasa aplicacion quiero intentar solicitar microprestamo no deja laja tampoco sale opcion,2.32.8,2022-08-23 16:17:14,Negativo
ando problemas inicio sesion sale problemas sigue asi hace dos dias,2.32.8,2022-08-23 16:10:39,Negativo
quiero actualizar llave no puedo,2.32.8,2022-08-23 15:24:19,Negativo
no sale opcion credito llave,2.32.8,2022-08-23 14:09:02,Negativo
perdi numero celular no puedo recuperar dinero codigo validacion llega numero,2.32.8,2022-08-26 14:07:28,Negativo
carga lento,2.32.8,2022-09-11 02:35:35,Negativo
no sale ultima actualizacion,2.32.8,2022-08-26 14:19:19,Negativo
no puede actualizar sale opcion hacerlo luego cargar 100 dice no puede actualizar,2.32.8,2022-08-27 16:04:11,Negativo
cierra cada rato regresa logueo no tan rapida deberia,2.32.8,2022-09-08 14:10:27,Negativo
cuelga,2.32.8,2022-09-07 01:32:41,Negativo
problemas actualizar llave,2.32.8,2022-09-06 21:00:51,Negativo
lenta,2.32.8,2022-09-04 22:44:33,Negativo
practicamomentos problemas app,2.32.8,2022-09-04 19:52:50,Negativo
momentos falla aplicativo,2.32.8,2022-09-04 19:27:35,Negativo
veces cuelga,2.32.8,2022-09-03 18:30:01,Negativo
utilizo sirve bien molestia x no haber sacado cuenta bcp haberlo echo dni no acceda prestamo brindan no necesite simplemente cierto discriminado,2.32.8,2022-09-02 22:42:03,Negativo
nunca falla bueno,2.32.8,2022-09-02 22:27:35,Negativo
ojala no roben nomas,2.32.8,2022-09-02 18:56:11,Negativo
veces pone lenta,2.32.8,2022-09-02 17:48:16,Negativo
si no cuenta roba app saca capturas pantalla sepas cuanto veces capeas tampoco llegan aparece introdujo llavemonto no aumenta,2.32.8,2022-09-02 15:33:49,Negativo
buena aplicacion nunca dio problemas,2.32.8,2022-09-02 15:26:23,Negativo
ahora problema no puede mapear sale mensaje tener inconveniente banco espero arreglen,2.32.8,2022-09-02 14:54:26,Negativo
cada actualizacion pone pesima no aparece mandan pagos no carga pongo contraseña no quiere cargar no entra pone negro supone ayudademora mas pagar no carga sale inconveniente banco vuelva intentarlo,2.32.8,2022-09-02 14:14:57,Negativo
k asombra k no privacidad bancos depositaron dinero bcp retuvo sin informarme tenia emergencia no importo creo mal solo x deuda miserables sat,2.32.8,2022-09-02 12:36:25,Negativo
ayuda no usar efectivos dineros,2.32.8,2022-09-02 10:45:11,Negativo
no puede actualizar cada vez peor,2.32.8,2022-08-31 15:48:41,Negativo
instale abri ingrese pide crear cuenta manda error intente mas veces sigue igual,2.32.8,2022-08-31 14:04:50,Negativo
pide actualizar carganunca actualiza queda colgado,2.32.8,2022-08-30 22:10:46,Negativo
aplicacion llave lenta congela,2.32.8,2022-08-30 15:01:12,Negativo
no pienso utilizar expone datos personales,2.32.8,2022-08-29 14:04:37,Negativo
no puedo actualizar llave asolo necesito solicitar microcreditos,2.32.8,2022-08-28 14:11:13,Negativo
no sale opcion prestamos,2.32.8,2022-08-26 15:53:06,Negativo
no puedo abrir llave,2.32.8,2022-12-29 14:15:27,Negativo
pesimo app no puede descargar demora demasiado,2.32.8,2022-08-26 04:59:53,Negativo
x no suena notificacion sonaba antes habitaba apeaban decia llave ahora no avisa puedo activar sonido llave,2.32.8,2022-08-12 14:23:50,Negativo
pasa llave problema entrar nunca termina cargar,2.32.8,2022-07-16 21:25:15,Negativo
instala hace quiero mapear solo sale pantalla morada queda despues salgo denuedo hace poner datos cansa tambien tira todas mega pasando llave,2.32.8,2022-07-16 20:43:21,Negativo
reconocimiento facial basura pierden clientes,2.32.8,2022-07-27 17:35:03,Negativo
estimados hace varios dias parecio genial opcion lleguen confirmaciones pago smsahora no llegan ni confirmaciones sms ni app triste descontento paso llave,2.32.8,2022-07-27 18:54:26,Negativo
pasa aplicacion quiero entrar tarjeta bbva termino hacer pasos poder ingresar no deja dice q ocurrio error vuela intentar llevo varios dias intentando intente desinstalar app volverla instalar tambien cambiar correosigue saliendo mismo si poniendo datos correctos dni informacion tarjeta poniendo pide ingresar no sirve app si no cumple dice,2.32.8,2022-07-16 17:41:01,Negativo
no sirve no puede escanear dni,2.32.8,2022-08-12 15:39:28,Negativo
realmente decepcionante llevo dias sin poder ingresar problemas equipos motorola pesimo,2.32.8,2022-07-16 11:08:20,Negativo
bien ahora queda pantalla morada cierra,2.32.8,2022-07-16 01:38:27,Negativo
mala,2.32.8,2022-07-27 21:12:23,Negativo
cobrando 13 soles si saque sin mantenimiento simplemente dicen no cobraran mantenimientofinal si hacen,2.32.8,2022-07-27 23:03:31,Negativo
aplicacion buenadoy 2 estrellas cambio tono notificacion ahora suena mensaje whatsapp confunde no doy cuenta apean,2.32.8,2022-07-28 04:22:00,Negativo
notado no unica persona no lograba acceder app consecuencia ello sufri transacciones no reconocidas tiempo app mal perdi dinero reclame no solucionaron dinero dicen culpa estandares seguridad no sirvieron pregunto hizo transacciones mismo no podia ingresar app celular pesima atencion sistema seguridad ni mas ustedes señores llave,2.32.8,2022-07-15 21:26:20,Negativo
mala ni descargar pues,2.32.8,2022-07-15 13:30:43,Negativo
pasa aplicacion varias veces realizar pago queda colgado querer realizar intento pasa mismodespues rato ingresa cobro primero segundo dos cobros hacen pasado fatal no puede hacer transacciones seguras aqui cada vez cuelga deberian arreglar no pase mas personas,2.32.8,2022-07-15 12:51:15,Negativo
estrella app demora cargar fallando muchas veces noche oh madrugada,2.32.8,2022-07-15 03:58:16,Negativo
malo tenia plata parece no,2.32.8,2022-07-14 14:23:21,Negativo
jose pasa aplicacion voy desinstalando vuelto instalar solo queda pantalla inicio dice llave,2.32.8,2022-07-13 23:54:47,Negativo
varias oportunidades no puedo entrar app solo queda inicio cargando ni desinstalando volviendo instalar arregla,2.32.8,2022-07-27 14:43:33,Negativo
excelente aplicacionvan dos veces k rechazase dice no pedimos validar identidad triste descontento insatisfecho triste,2.32.8,2022-07-27 12:07:29,Negativo
pues reconoce foto dni despues rato dice no pude validar identidad encima bloquea seguir registrando 4 horas aplicacion deficiente,2.32.8,2022-07-16 23:19:40,Negativo
no puedo usar,2.32.8,2022-07-17 01:49:25,Negativo
pena vez sale mantenimiento decido tiempo continua asi,2.32.8,2022-07-19 05:15:50,Negativo
hola no puedo entrar llave contraseña sale cuenta incorrecta,2.32.8,2022-07-19 03:46:06,Negativo
no puedo abrir apple tapa necesito ayuda,2.32.8,2022-07-27 02:43:42,Negativo
mal servicio realidad principio okluego no puedo ni abrir aplicacion espero pronto respuesta enojado atencion recibida,2.32.8,2022-07-19 03:43:02,Negativo
cada vez ingreso boton mapear cierra automatico aplicacion llave,2.32.8,2022-07-19 03:01:03,Negativo
hola llave llevo semana tratando crear llave sale no pueden validar datos no reconoce rostro tomar foto quiero ayuden resolver problema gracias,2.32.8,2022-07-19 01:14:05,Negativo
sale error inesperado cada vez creo cuenta dni confundido incierto confundido incierto,2.32.8,2022-07-18 16:30:34,Negativo
buenos dias señores bcp descargue aplicacion llave no accedo misma sale aviso acceso denegado motivos seguridad llave no puede ser utilizado dispositivos obtenido privilegios administrador,2.32.8,2022-07-18 14:31:06,Negativo
pongo 2 estrellas ph fallas validar identidad llevo intentando semanas aun asi no arreglan mayor edad gracias,2.32.8,2022-07-13 18:35:05,Negativo
pasa app llave no puedo mapear tampoco pueden mapear,2.32.8,2022-07-18 12:28:18,Negativo
no puedo ingresar llave no entiendo motivo quisiera saber si solucion favor,2.32.8,2022-07-17 21:40:54,Negativo
pesima app tenia saldo 40 soles cuales gaste 20 magicamente desaparecieron 20 paso 2 veces,2.32.8,2022-07-27 04:18:09,Negativo
doy 2 estrellas no puedo mapear queda colgado dias no veo mejoren aplicacion,2.32.8,2022-07-17 20:12:07,Negativo
intento entrar appponer clave sale si mal no deja entrar,2.32.8,2022-07-17 19:43:49,Negativo
mal servicio momento querer crear cuenta dniaun no cuento tarjeta credito cada vez termino ultimo paso siempre sale error frustradono puedo avanzar aplicacion frustradono puedo avanzar aplicacion frustradono puedo avanzar aplicacion frustradono puedo avanzar aplicacion,2.32.8,2022-07-17 18:19:12,Negativo
despues d mapear quiero hacer vez no da,2.32.8,2022-07-17 14:22:56,Negativo
fallando llave arreglan favor,2.32.8,2022-07-17 12:40:17,Negativo
ayudaba acabo hacer mapeo lago puso blanco cerro vuelvo abrir quiero tapiar devuelta sale saldo insuficiente voy ver cuanto saldo falta monto habia hecho mapeo antesno figura movimientos ningun mapeo,2.32.8,2022-07-17 06:20:01,Negativo
falla demasiado no puedo ingresar app,2.32.8,2022-07-18 10:56:41,Negativo
tambien problemas demora abrir cargar mapear pense faltaba actualizarveo no unica,2.32.8,2022-07-13 17:35:38,Negativo
puedo eliminar cuenta no puede eliminar propio aplicacion,2.32.8,2022-07-13 01:54:22,Negativo
pasa llave no entra despues clave envia correo solo aparece ocurrido inconveniente aparece pantalla pone solo morado solo queda cargando algun consejo favor,2.32.8,2022-07-12 18:36:29,Negativo
sale acceso denegado instale desistale no permite abrir aplicacion privilegios administrador,2.32.8,2022-07-30 15:24:50,Negativo
no puedo realizar mapeo solo sale inconvenientes bancos espero pronto solucione problema,2.32.8,2022-07-30 16:36:59,Negativo
pasa aplicacion no abre queda colgada,2.32.8,2022-07-30 17:05:44,Negativo
asco id cumpli datos requisitos luego dice problemas intentelo mas tarde hice caso unten varias veces hora despues luego bloquea diciendome intente muchas veces porqueria,2.32.8,2022-07-30 17:25:53,Negativo
formatee celular virus instale app no recibo mensajes texto confirmar numero celular pesimo,2.32.8,2022-07-30 20:44:51,Negativo
instala recienno deja registrarme dni escaneo sale no puedo seguir dos pasos pongo estrella jose problema intente varias veces,2.32.8,2022-07-30 20:59:10,Negativo
olvide contraseña ahora no puedo ingresar intentar muchas veces ahora hago entrar aplicacion nuevamente si bloquearon quiero sacar plata,2.32.8,2022-07-30 21:06:41,Negativo
no puedo crear mu cuenta desapruebo respuesta siempre sale error,2.32.8,2022-07-30 21:44:32,Negativo
no puede ser demore validacion encima tiempo validacion dure tan no puedo ingresar llave,2.32.8,2022-07-30 15:07:08,Negativo
no puedo mapear creado llave tarjeta nacion sale inconveniente bancos favor ver si solucionan,2.32.8,2022-07-30 23:02:12,Negativo
no puedo registrarme mal pueden actualizar legal,2.32.8,2022-07-31 11:02:56,Negativo
problema cada ingreso app sale encontrado problema intentelo mas tarde varios dias app no abre jose si podrian dar solucion llegan notificaciones enviaronapp no abre,2.32.8,2022-07-31 16:06:40,Negativo
no puedo entrar llave error tras error bloqueado,2.32.8,2022-07-31 20:54:49,Negativo
quiero registrar dice cada rato datos no sido validados peor mostrado piden,2.32.8,2022-07-31 22:56:48,Negativo
no llega mapeo mala aplicacion,2.32.8,2022-08-01 00:40:46,Negativo
quita plata llave tenia 1 soles luego hice recarga 5 soles luego quise hacer recarga diez soles dice no saldo suficiente realizar recarga revise saldo tenia  soles ph,2.32.8,2022-08-01 01:14:16,Negativo
lamentable sentir llave robando no forma den solucion 95 soles depositado mes julioquiero mapear sale si no saldo facilmente pueden verificar sistema favor ayudenme solucionar,2.32.8,2022-08-01 01:21:30,Negativo
opcion recarga celular no vale pena doy estrella fin aplicacion mala calidad aplicacion mala calidad aplicacion mala calidad,2.32.8,2022-08-01 02:08:36,Negativo
mala colgando cada rato frustradono puedo avanzar aplicacion frustradono puedo avanzar aplicacion,2.32.8,2022-07-31 03:41:23,Negativo
aun no puedo utilizar app entro queda pantalla morada pasa sistema,2.32.8,2022-07-19 06:38:25,Negativo
no paso app bien viernes quise enviar llaveno puedo hoy sale inconveniente bancos,2.32.8,2022-07-30 13:46:30,Negativo
problemas aplicacion no funciona sale debo activar comprar internet no puedo hacer ningun tipo movimientos tampoco ver saldo tan tranquila funcionamiento aplicacion sucede favor necesito den solucion necesito mover saldo,2.32.8,2022-07-30 01:40:06,Negativo
doy estrella x k congelando solo queda logo llave no abre mal k pasa,2.32.8,2022-07-12 18:00:42,Negativo
llevo dias tomandome selfis no deja ingresar no señores personas cambian colmo dni saque hace par meses,2.32.8,2022-07-12 17:55:49,Negativo
no puedo ingresar aplicacion,2.32.8,2022-07-28 06:20:49,Negativo
acabo descargar app no puede habria aplicacion llave,2.32.8,2022-07-11 02:23:41,Negativo
no deja crear cuenta dni listo escaneos dni adelante atras cara facialfinalizar dice tomara segundos terminar ahi sale aviso error desinstale instale nuevamenteno internet verifique ayuda momento pondre 2 estrellas,2.32.8,2022-07-28 07:08:14,Negativo
no recargas sel den solucion quiero hacerme recarga no aparece,2.32.8,2022-07-28 13:58:34,Negativo
celular comprado no deja entrara viendo descargado play store sale motivos seguridad llave no puede ser utilizados dispositivos obtenido privilegios administracion,2.32.8,2022-07-28 15:37:40,Negativo
siempre inconvenientes bancos divinice,2.32.8,2022-07-28 16:36:42,Negativo
mala aplicacion no puedo crearme cuenta camara no buena resolucion serio clase simios ocurre crear aplicacion tener cuenta debo pasar metodos verdad estupidos,2.32.8,2022-07-30 06:59:48,Negativo
no puedo ingresar aplicacion hace semana exactamente pronto solo aparece pantalla inicio no carga ayudenme,2.32.8,2022-07-08 03:59:44,Negativo
descargue aplicacion llave pulsar opcion abrir indica acceso denegado no puede usar dispositivos privilegio administrador debe,2.32.8,2022-07-29 01:33:13,Negativo
asta ahora no puedo descargar piden codigo digital no sale cuenta registrado,2.32.8,2022-07-29 06:26:27,Negativo
descargado nuevamente app no sale opcion prestamo recarga llave,2.32.8,2022-07-29 06:44:25,Negativo
pesima aplicacion opinion pasa vida error inesperado no podido validar identidad ponen opcion validar dni si nunca dejan hacerlo llevo 3 dias intentando tener cuenta instalando desinstalando nunca deja,2.32.8,2022-07-29 15:49:26,Negativo
pasa llave 3 dias no puedo recibir ni enviar cuelga,2.32.8,2022-07-29 16:11:16,Negativo
siempre sale problema vuelve intentarlo mas tarde cada vez ingreso app llave jose sera mala pp sera equipo,2.32.8,2022-07-25 19:51:46,Negativo
cada vez abro app encuentra abierto no pide clave,2.32.8,2022-07-29 19:48:01,Negativo
realice mapeono figura movimientossi descuento dinero ademas no llego dinero persona pesimo,2.32.8,2022-07-29 21:20:07,Negativo
no operativo momento,2.32.8,2022-07-28 22:37:41,Negativo
deberia aumentar monto,2.32.8,2022-07-19 11:09:46,Negativo
inconvenientes ingresar pongo clave queda colgado,2.32.8,2022-07-19 14:12:06,Negativo
sigue saliendo ups pese actualizado no deja entrar,2.32.8,2022-07-19 15:26:45,Negativo
no puedo hacendera aplicacion,2.32.8,2022-07-23 23:24:23,Negativo
no puede instalar equipos huawei,2.32.8,2022-07-26 17:48:34,Negativo
mala quita plata,2.32.8,2022-07-26 19:00:30,Negativo
llave ko ingresame sale falla sistema ta dias,2.32.8,2022-07-23 19:58:46,Negativo
terrible llevo horas horas esperando app funcione lamentable suceda nunca habia pasadopese actualizar instalar desinstalar hagan pnv,2.32.8,2022-07-23 19:29:36,Negativo
intentando ingresar aplicacion hace dos horascuelga solo aparece pantalla lila mal serviciopues trabajo ventas necesito revisar pagos clientes perjudica,2.32.8,2022-07-23 17:04:33,Negativo
no puedo realizar recargas,2.32.8,2022-07-26 19:09:10,Negativo
no puedo recargar nueva actualizacion trato trato pesimo antes podia hacerlo sin ningun problema,2.32.8,2022-07-23 15:24:21,Negativo
debe quiera mapear cierra app,2.32.8,2022-07-23 23:36:36,Negativo
deberian aumentar monto mapeo 1000,2.32.8,2022-07-23 13:25:55,Negativo
podre hacer q llave empresa dinero no entiendo dicen confuso incierto,2.32.8,2022-07-23 12:58:28,Negativo
llave daras solucion caso realmente desagradable esperando dia domingo esperando arregle problema necesito saber si van devolver descontaron tarjeta intentar hacer mapeo nunca llego persona,2.32.8,2022-07-26 21:38:26,Negativo
ahora pare no problemas util,2.32.8,2022-07-23 12:31:48,Negativo
no deja ver saldo no deja recuperar ni cuenta enojado frustrado deben dar mas opcion recuperar cuenta bcp no dan solucion pesimo servicio revise preguntas no ninguna relacionada pregunta demoran responder whatsapp asta ahora no responde pesimo desapruebo respuesta,2.32.8,2022-07-23 06:47:37,Negativo
no escanea parte atras demora,2.32.8,2022-07-26 21:41:18,Negativo
